doi,all_authors,title,genre,published_date,year,journal_name,journal_issn_l,journal_is_oa,journal_is_in_doaj,publisher,is_oa_normalized,oa_status_normalized,oa_host_type_normalized,oa_host_domain
10.1016/j.bulcan.2017.10.012,Virolle T.,Cellules souches cancéreuses dans les glioblastomes,journal-article,2017-12-01,2017.0,Bulletin du Cancer,0007-4551,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1021/acs.macromol.9b02700,Mija A.|Tran T.N.|Mauro C.D.,Chemical Reactivity and the Influence of Initiators on the Epoxidized Vegetable Oil/Dicarboxylic Acid System,journal-article,2020-04-01,2020.0,Macromolecules,0024-9297,False,False,American Chemical Society (ACS),Accès ouvert,Hybrid,Editeur,"pubs.acs.org,doi.org"
10.1038/s41598-017-12398-0,Scimeca J.C.,Determination of extracellular matrix collagen fibril architectures and pathological remodeling by polarization dependent second harmonic microscopy,journal-article,2017-09-22,2017.0,Scientific Reports,2045-2322,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"www.nature.com,doi.org,europepmc.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,www.ncbi.nlm.nih.gov"
10.1080/15548627.2018.1450022,Checler F.|Goiran T.|Alves da Costa C.,Nuclear TP53: An unraveled function as transcriptional repressor of PINK1,journal-article,2018-05-11,2018.0,Autophagy,1554-8627,False,False,Informa UK Limited,Accès ouvert,Bronze,Editeur et archive ouverte,"www.tandfonline.com,europepmc.org,www.ncbi.nlm.nih.gov"
10.1038/s41598-017-15649-2,Moratal C.|Arrighi N.|Lypovetska K.|Giorgetti-Peraldi S.|Peraldi P.|Dechesne C.A.|Dani C.,The primary cilium is necessary for the differentiation and the maintenance of human adipose progenitors into myofibroblasts,journal-article,2017-11-10,2017.0,Scientific Reports,2045-2322,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"www.nature.com,doi.org,europepmc.org,www.ncbi.nlm.nih.gov"
10.1093/mnrasl/slaa111,Morbidelli A.,No evidence for interstellar planetesimals trapped in the Solar system,journal-article,2020-06-12,2020.0,Monthly Notices of the Royal Astronomical Society: Letters,1745-3933,False,False,Oxford University Press (OUP),Accès ouvert,Bronze,Editeur et archive ouverte,"academic.oup.com,authors.library.caltech.edu,arxiv.org"
10.1109/INFOCOM41043.2020.9155221,Neglia G.,Similarity Caching: Theory and Algorithms,proceedings-article,2020-07-01,2020.0,IEEE INFOCOM 2020 - IEEE Conference on Computer Communications,,False,False,IEEE,Accès ouvert,Green,Archive ouverte,"arxiv.org,hal.inria.fr,hal.inria.fr,hal.inria.fr"
10.1145/3373207.3404052,Metzlaff T.,Computation of free non-commutative gröbner bases over Z with Singular:Letterplace,proceedings-article,2020-07-20,2020.0,Proceedings of the 45th International Symposium on Symbolic and Algebraic Computation,,False,False,ACM,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.3389/fpls.2017.01514,de Almeida Engler J.,Plant Cyclin-Dependent Kinase Inhibitors of the KRP Family: Potent Inhibitors of Root-Knot Nematode Feeding Sites in Plant Roots,journal-article,2017-09-08,2017.0,Frontiers in Plant Science,1664-462X,True,True,Frontiers Media SA,Accès ouvert,Gold,Editeur et archive ouverte,"www.frontiersin.org,doi.org,europepmc.org,hal.inrae.fr,hal.inrae.fr,www.ncbi.nlm.nih.gov,pdfs.semanticscholar.org"
10.1127/entomologia/2018/0604,Campos M.|Desneux N.,Quercetin and paraoxon induction of hydrolase activity in Helicoverpa armigera and malathion-susceptible and resistant Musca domestica,journal-article,2018-12-19,2018.0,Entomologia Generalis,0171-8177,False,False,Schweizerbart,Accès fermé,Closed,Accès fermé,
10.3847/2041-8213/ab960f,Minazzoli O.|Fournier J.D.|Bizouard M.A.|Coulon J.P.|Heitmann H.|Santos E.|Chaibi O.|Lamberts A.|Lamberts A.|Turconi M.|Merzougui M.|Kéfélian F.|Cleva F.|Vinet J.Y.|Boer M.|Pichot M.|Cipriano F.|MacQuet A.|Stachie C.|Harder T.|Radulesco N.|Brillet A.|Bogaert G.|Man N.|Christensen N.,GW190814: Gravitational Waves from the Coalescence of a 23 Solar Mass Black Hole with a 2.6 Solar Mass Compact Object,journal-article,2020-06-23,2020.0,The Astrophysical Journal,2041-8205,False,False,American Astronomical Society,Accès ouvert,Hybrid,Editeur et archive ouverte,"doi.org,digital.library.adelaide.edu.au,pure-oai.bham.ac.uk,research.birmingham.ac.uk,researchportal.port.ac.uk,researchportal.port.ac.uk,eprints.gla.ac.uk,orca.cf.ac.uk,eprints.lancs.ac.uk,strathprints.strath.ac.uk,www.zora.uzh.ch,arxiv.org,pure.mpg.de,orbi.uliege.be"
10.18293/SEKE2019-054,Winckler M.,Extending Behavior-Driven Development for Assessing User Interface Design Artifacts (S),proceedings-article,2019-07-10,2019.0,Proceedings of the 31st International Conference on Software Engineering and Knowledge Engineering,,False,False,KSI Research Inc. and Knowledge Systems Institute Graduate School,Accès ouvert,Bronze,Editeur et archive ouverte,"doi.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1093/chemse/bjz024,Bouysset C.|Golebiowski J.|Fiorucci S.,Metal Ions Activate the Human Taste Receptor TAS2R7,journal-article,2019-04-23,2019.0,Chemical Senses,0379-864X,False,False,Oxford University Press (OUP),Accès ouvert,Hybrid,Editeur et archive ouverte,"doi.org,europepmc.org,www.ncbi.nlm.nih.gov"
10.1080/15384101.2017.1302212,Ben-Othman N.|Vieira A.|Collombat P.,GABA triggers pancreatic β-like cell neogenesis,journal-article,2017-03-24,2017.0,Cell Cycle,1551-4005,False,False,Informa UK Limited,Accès ouvert,Bronze,Editeur et archive ouverte,"www.tandfonline.com,europepmc.org,www.ncbi.nlm.nih.gov"
10.1002/jbmr.3387,Charlet A.|Massa F.|Panzolini C.|Comai G.|Jian Motamedi F.|Schedl A.|Boutet A.|Rocha A.S.,Genetic and molecular insights into genotype-phenotype relationships in osteopathia striata with cranial sclerosis (OSCS) through the analysis of novel mouse Wtx mutant alleles,journal-article,2018-03-01,2018.0,Journal of Bone and Mineral Research,0884-0431,False,False,Wiley,Accès ouvert,Bronze,Editeur et archive ouverte,"asbmr.onlinelibrary.wiley.com,push-zb.helmholtz-muenchen.de"
10.1063/1.4975400,Coulon J.|Phung D.|Phung D.|Lintz M.,"Note: Efficient diode laser line narrowing using dual, feed-forward + feed-back laser frequency control",journal-article,2017-02-01,2017.0,Review of Scientific Instruments,0034-6748,False,False,AIP Publishing,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1080/10255842.2017.1382928,Roffino S.,Biomechanical analysis of the trapeziometacarpal arthroplasty failures,journal-article,2017-10-27,2017.0,Computer Methods in Biomechanics and Biomedical Engineering,1025-5842,False,False,Informa UK Limited,Accès ouvert,Hybrid,Editeur et archive ouverte,"www.tandfonline.com,doi.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.4324/9780429440755-6,Lecoq B.,Comparative Analysis of the Structural Development of Milieux: The Watch Industry in the Swiss and French Jura Arc,book-chapter,2019-01-04,2019.0,The Dynamics of Innovative Regions,,False,False,Routledge,Accès fermé,Closed,Accès fermé,
10.1016/j.jvolgeores.2018.07.004,Favier A.|Verati C.|Lardeaux J.M.|Corsini M.,Petrophysical properties of volcanic rocks and impacts of hydrothermal alteration in the Guadeloupe Archipelago (West Indies),journal-article,2018-07-01,2018.0,Journal of Volcanology and Geothermal Research,0377-0273,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"hal.univ-lorraine.fr,hal.univ-lorraine.fr"
10.1016/j.quascirev.2017.04.015,Saillard M.|Cassol D.|Rolland Y.|Petit C.,"Recent, climate-driven river incision rate fluctuations in the Mercantour crystalline massif, southern French Alps",journal-article,2017-06-01,2017.0,Quaternary Science Reviews,0277-3791,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1016/j.tca.2017.02.008,Guigo N.|Sbirrazzuoli N.,"Modelling the non-isothermal crystallization of polymers: Application to poly(ethylene 2,5-furandicarboxylate)",journal-article,2017-04-01,2017.0,Thermochimica Acta,0040-6031,False,False,Elsevier BV,Accès fermé,Closed,Accès fermé,
10.1109/AHS.2018.8541465,Miramond B.,Pruning Self-Organizing Maps for Cellular Hardware Architectures,proceedings-article,2018-08-01,2018.0,2018 NASA/ESA Conference on Adaptive Hardware and Systems (AHS),,False,False,IEEE,Accès ouvert,Green,Archive ouverte,"hal.archives-ouvertes.fr,hal.archives-ouvertes.fr"
10.1038/s41598-020-60437-0,Giacchero D.|Gal J.|Borchiellini D.|Saada-Bouzid E.|Refae S.|Ebran N.|Peyrade F.|Guigay J.|Milano G.|Brest P.,Hyperprogression under Immune Checkpoint Inhibitor: a potential role for germinal immunogenetics,journal-article,2020-02-27,2020.0,Scientific Reports,2045-2322,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"www.nature.com,doi.org,europepmc.org,www.hal.inserm.fr,www.hal.inserm.fr,www.ncbi.nlm.nih.gov"
10.1016/j.epsl.2017.06.023,Jacobson S.|Morbidelli A.,"Formation, stratification, and mixing of the cores of Earth and Venus",journal-article,2017-09-01,2017.0,Earth and Planetary Science Letters,0012-821X,False,False,Elsevier BV,Accès ouvert,Hybrid,Editeur et archive ouverte,"doi.org,arxiv.org"
10.1103/PhysRevA.100.013624,Métivier D.|Kaiser R.|Labeyrie G.|Marcos B.,Towards a measurement of the Debye length in very large magneto-optical traps,journal-article,2019-07-19,2019.0,Physical Review A,2469-9926,False,False,American Physical Society (APS),Accès ouvert,Hybrid,Editeur et archive ouverte,"link.aps.org,arxiv.org,hal.archives-ouvertes.fr,hal.archives-ouvertes.fr,www.osti.gov"
10.1038/s41598-017-18433-4,Boyer L.|Obba S.|Pfeifer A.|Boulakirba S.|Furstoss N.|Schmitt T.|Calleja A.|Chaintreuil P.|Mhaidly R.|Goulard M.|Luciano F.|Orange F.|Jacquel A.|Verhoeyen E.|Lacas-Gervais S.|Auberger P.|Marchetti S.|Robert G.,IL-34 and CSF-1 display an equivalent macrophage differentiation ability but a different polarization potential,journal-article,2018-01-10,2018.0,Scientific Reports,2045-2322,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"www.nature.com,doi.org,europepmc.org,ora.ox.ac.uk,www.ncbi.nlm.nih.gov"
10.1051/jbio/2019020,Wdziekonski B.|Royal P.|Ávalos Prado P.|Sandoz G.,Canaux potassiques à deux domaines P (K2P) et migraine,journal-article,2019-01-01,2019.0,Biologie Aujourd'hui,2105-0678,False,False,EDP Sciences,Accès fermé,Closed,Accès fermé,
10.1186/s12871-018-0669-3,Ichai C.,Choice of fluids in critically ill patients,journal-article,2018-12-01,2018.0,BMC Anesthesiology,1471-2253,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur et archive ouverte,"bmcanesthesiol.biomedcentral.com,doi.org,europepmc.org,iris.unipa.it,www.ncbi.nlm.nih.gov"
10.1177/1753193420905484,Gauci M.O.,Comparison of clinical outcomes of three-corner arthrodesis and bicolumnar arthrodesis for advanced wrist osteoarthritis,journal-article,2020-02-27,2020.0,Journal of Hand Surgery (European Volume),1753-1934,False,False,SAGE Publications,Accès fermé,Closed,Accès fermé,
10.1177/1756287219875578,Durand M.|Ilié M.|Chignon-Sicard B.|Dadone-Montaudié B.|Hofman V.|Bertolotti R.|Chevallier D.,Age-related schwannomatosis with potential exosome-mediated contribution to prostate hyperplasia: a case report and mini-review,journal-article,2019-01-01,2019.0,Therapeutic Advances in Urology,1756-2872,True,True,SAGE Publications,Accès ouvert,Gold,Editeur et archive ouverte,"journals.sagepub.com,doi.org,europepmc.org,www.ncbi.nlm.nih.gov"
10.1109/JSTARS.2019.2925416,Tasar O.|Alliez P.,Incremental Learning for Semantic Segmentation of Large-Scale Remote Sensing Data,journal-article,2019-09-01,2019.0,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,1939-1404,False,False,Institute of Electrical and Electronics Engineers (IEEE),Accès ouvert,Green,Archive ouverte,"arxiv.org,hal.inria.fr,hal.inria.fr,hal.inria.fr"
10.1051/0004-6361/201628106,Hill V.,High-resolution abundance analysis of red giants in the metal-poor bulge globular cluster HP 1,journal-article,2016-06-10,2016.0,Astronomy & Astrophysics,0004-6361,False,False,EDP Sciences,Accès ouvert,Bronze,Editeur et archive ouverte,"www.aanda.org,lume.ufrgs.br,arxiv.org,repositorio.unab.cl,www.aanda.org"
10.1007/s40821-016-0064-2,Youssef A.B.,"Entry, exit and net job creation in Tunisia: an exploratory analysis",journal-article,2016-10-26,2016.0,Eurasian Business Review,1309-4297,False,False,Springer Science and Business Media LLC,Accès fermé,Closed,Accès fermé,
10.1017/S1743921318005124,Ricci M.,The AGN dependence on cluster mass,journal-article,2018-05-01,2018.0,Proceedings of the International Astronomical Union,1743-9213,False,False,Cambridge University Press (CUP),Accès fermé,Closed,Accès fermé,
10.1177/0003319717724275,Raffort J.|Lareyre F.,Assessment of Access-Related Injury During Transcatheter Aortic Valve Implantation: Current Issues and Future Directions,journal-article,2017-08-08,2017.0,Angiology,0003-3197,False,False,SAGE Publications,Accès ouvert,Bronze,Editeur,journals.sagepub.com
10.1007/s11238-017-9588-x,Hanaki N.|Guerci E.,Meaningful learning in weighted voting games: an experiment,journal-article,2017-02-02,2017.0,Theory and Decision,0040-5833,False,False,Springer Science and Business Media LLC,Accès ouvert,Green,Archive ouverte,"halshs.archives-ouvertes.fr,halshs.archives-ouvertes.fr,www.gredeg.cnrs.fr"
10.7717/peerj.5937,Morin J.,Relationship between vertical and horizontal force-velocity-power profiles in various sports and levels of practice,journal-article,2018-11-13,2018.0,PeerJ,2167-8359,True,True,PeerJ,Accès ouvert,Gold,Editeur et archive ouverte,"peerj.com,doi.org,europepmc.org,www.ncbi.nlm.nih.gov,pdfs.semanticscholar.org"
10.3847/0004-637X/818/2/204,Ferrari C.,"LOFAR, VLA, ANDCHANDRAOBSERVATIONS OF THE TOOTHBRUSH GALAXY CLUSTER",journal-article,2016-02-22,2016.0,The Astrophysical Journal,0004-637X,False,False,American Astronomical Society,Accès ouvert,Bronze,Editeur et archive ouverte,"iopscience.iop.org,ui.adsabs.harvard.edu,publications.lib.chalmers.se,openaccess.leidenuniv.nl,oro.open.ac.uk,uhra.herts.ac.uk,eprints.soton.ac.uk,arxiv.org,espace.curtin.edu.au,www.osti.gov"
10.1016/j.cagd.2020.101865,Mantzaflaris A.,Local (T)HB-spline projectors via restricted hierarchical spline fitting,journal-article,2020-06-01,2020.0,Computer Aided Geometric Design,0167-8396,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"hal.inria.fr,hal.inria.fr"
10.1097/QAD.0000000000002298,Helissey C.,Immunotherapy for cancer in people living with HIV,journal-article,2019-09-01,2019.0,AIDS,0269-9370,False,False,Ovid Technologies (Wolters Kluwer Health),Accès ouvert,Bronze,Editeur,journals.lww.com
10.1063/1.5023089,Tassi E.,Direction of cascades in a magnetofluid model with electron skin depth and ion sound Larmor radius scales,journal-article,2018-07-01,2018.0,Physics of Plasmas,1070-664X,False,False,AIP Publishing,Accès ouvert,Green,Archive ouverte,"arxiv.org,www.osti.gov"
10.3847/1538-4357/abb80c,Peirani S.,SDSS-IV MaNGA: The Nature of an Off-galaxy H α Blob—A Multiwavelength View of Offset Cooling in a Merging Galaxy Group,journal-article,2020-10-28,2020.0,The Astrophysical Journal,0004-637X,False,False,American Astronomical Society,Accès ouvert,Green,Archive ouverte,arxiv.org
10.1242/dmm.025809,Zongaro S.|Maurin T.|Grossi M.|Abekhoukh S.|Kazue-Sugioka D.|Bardoni B.,New insights into the regulatory function of CYFIP1 in the context of WAVE- and FMRP-containing complexes,journal-article,2017-02-09,2017.0,Disease Models & Mechanisms,1754-8403,True,True,The Company of Biologists,Accès ouvert,Gold,Editeur et archive ouverte,"dmm.biologists.org,doi.org,hal.sorbonne-universite.fr,hal.sorbonne-universite.fr,europepmc.org,www.ncbi.nlm.nih.gov,hal.upmc.fr,hal.upmc.fr"
10.1016/B978-0-12-812976-0.00013-0,Richard C.,Adaptation and Learning Over Networks for Nonlinear System Modeling,book-chapter,2018-01-01,2018.0,Adaptive Learning Methods for Nonlinear System Modeling,,False,False,Elsevier,Accès ouvert,Green,Archive ouverte,arxiv.org
10.1186/s40623-018-0965-7,Sugahara H.,Amino acids on witness coupons collected from the ISAS/JAXA curation facility for the assessment and quality control of the Hayabusa2 sampling procedure,journal-article,2018-12-01,2018.0,"Earth, Planets and Space",1343-8832,True,True,Springer Science and Business Media LLC,Accès ouvert,Gold,Editeur,"earth-planets-space.springeropen.com,doi.org"
10.1002/ece3.5070,Sromek L.|Furla P.|Forcioli D.,Next‐generation phylogeography of the cockle Cerastoderma glaucum : Highly heterogeneous genetic differentiation in a lagoon species,journal-article,2019-03-27,2019.0,Ecology and Evolution,2045-7758,True,True,Wiley,Accès ouvert,Gold,Editeur et archive ouverte,"onlinelibrary.wiley.com,doi.org,europepmc.org,hal.sorbonne-universite.fr,hal.sorbonne-universite.fr,www.ncbi.nlm.nih.gov"
10.1111/bjd.18639,Kuzet S.E.|Gaggioli C.,Opposing effects of STAT3 targeting in epidermolysis bullosa,journal-article,2019-12-02,2019.0,British Journal of Dermatology,0007-0963,False,False,Wiley,Accès ouvert,Hybrid,Editeur,"onlinelibrary.wiley.com,doi.org"
10.1016/j.quaint.2019.02.003,Panelli C.,"The re-discovery of Arma dell’Aquila (Finale Ligure, Italy): New insights on Neolithic funerary behavior from the sixth millennium BCE in the north-western Mediterranean",journal-article,2019-04-01,2019.0,Quaternary International,1040-6182,False,False,Elsevier BV,Accès ouvert,Green,Archive ouverte,"dro.dur.ac.uk,dro.dur.ac.uk"
